title	is_fake
акционер вымпелком заморозить свой доля российскоукраинский vimpelcom ltd	0
перевозчик предложить объединиться диалог платон	0
фильм живой победить фестиваль амурский осень	0
туркменистан объявить начало продажа антитело бердымухамедов	1
боковой полка туалет ржд ввести ограничение продажа билет участник митинг	1
отдых ибица мальорк подорожать евро	0
новый simcity потребовать постоянный подключение интернет	0
сборщик цветмет опередить поисковый группа роскосмос искать часть ракета союз дальний восток	1
итог технология	1
юрий мильнер вложиться российский сервис бронирование отель	0
канада вывести берёзурусофоб	1
yota представить роутер экран электронный чернила	0
россиянин впервые войти состав тайный мировой правительство	1
расписание товарищеский матч сборная россия евро измениться	0
зеленский отправить тысяча крымский татарин отдых турция	1
джордж сорос предупредить возникновение пузырь рынок нефть	0
установить главный опасность здоровье просмотр телевизор	0
волонтёр списать долг алименты	1
власть москва провести отработка действие население случай ядерный удар январь	1
бекхэм победить остальной футболист рейтинг богач	0
хороший бомбардир команда слуцкий выбыть полгода	0
дементьев отказаться борьба полуфинал roland garros	0
манизать поехать евровидение новый песня стакан красный трус	1
виталий мутко назвать победа российский спорт	0
экклстоун покинуть пост руководитель формула должность	0
леди гага обойти oasis книга рекорд гиннесса	0
арбитражный cуд признать промстройбанк банкрот	0
россия создать свой чехия	1
европа запретить оборот биткоин майнинга использоваться уголь	1
музей тюссо появиться восковой фигура михаил круг	1
биолог наслать гриб полезный прион	0
скелетонист куликов рассказать причина запрет мельдония	0
выйти тайга старообрядец попросить вакцинировать коронавирус	1
россиянин штрафовать отсутствие карта сбербанк	1
госдума предложить заставить иноагент маркировать место свой проживание	1
глава авиакомпания u airway уйти отставка	0
мегафон удаться освободить сенатор мобильный рабство	0
северный корея перенести празднование победа май	1
тихановский подписать указ продажа белавиа ирландский ryanair евро	1
россиянин обязать покупать квартирустудия вступление брак	1
mgm забраковать международный название российский комедия	0
цена пшеница россия установить исторический рекорд	0
начаться работа продолжение тихоокеанский рубеж	0
изз дефицит украинец эксперт передача показать заменить армянин	1
летчикистребитель справиться самолёт одновременно	0
банк лебедев досрочно покинуть член правление	0
россия ввести акциз кофе	1
робот фёдор пожаловаться никто поздравить космонавтика	1
дмитрий гудков назначить губернатор одесский область	1
хоккеист авангард забить гол четвёртый игра подряд	0
телеприставка apple tv поступить продажа россия	0
москва стартовать фестиваль японский аниме	0
польша эстония продаваться остров	0
бельгийский ребёнок получить хдество набор самостоятельный смена пол	1
коммерческий спутник сфотографировать китайский туннель подлодка	0
втб подать иск чигиринский миллиард рубль	0
курс евро вырасти копейка	0
renault отдавать цех центр париж огромный центр современный искусство	0
шарапов джокович стать спортсмен версия академия спорт сша	0
учёный проследить путешествие присоска рыбприлипать	0
рафаэль надаля возмутить новый антидопинговый правило	0
российский волейболист впервые победить клубный чемпионат мир	0
портрет поклонской фаллоимитатор вид николай ii проверить полиция	0
билл гейтс расстроить мировой экономика восстановиться	0
китай вложить триллион юань развитие гражданский авиация	0
чемпион мир бокс устроить уличный драка	0
зенит лишиться данни месяц	0
сара брайтман заплатить миллион доллар полёт мкс	0
госдума призвать запретить googleпереводчик издевательство русский язык	1
скончаться советский футболист х анатолий исаев	0
долг китайский компания измерить ввп ирландия	0
let celebrate suck cock директор тверской кондитерский фабрика угостить американский инвестор петушком палочка	1
президент подписать указ запрет тирания автократия	1
оружие мытищинский стрелка обнаружить отпечаток палец навальный	1
декабрь россиянин вновь понести деньга банк	0
кпрф выдвинуть владимир путин ленинский премия литература	1
мид объявить запуск программа выдача печный виза британский гражданин	1
итог культура	1
россия выставить израиль счёт использование еврей территория еао	1
позволить купить дом суд оправдать начальник гибдд ставрополье	1
вднх перейти собственность фсин	1
лес якутия внести красный книга россия	1
никита михалков лишить оскар гомофобный высказывание	1
bosch заблокировать стиральный машина белый дом январь	1
китай создавать собственный альтернатива gps	0
серия южный парк посвятить лэнс армстронг	0
джон кармак обидеть pcгеймер	0
алексей герман выйти союз кинематографист	0
умереть комедийный актёр рейнальдо рэй	0
корректировка орбита мкс пройти успешно	0
дмитрий рогозин побороться аукцион место космический корабль джефф безоса	1
авербух объяснить неудача липницкий взросление	0
санктпетербург подбросить наркотик вишневский	1
расход бывший чиновник поставить контроль	0
госбанк втб привлечь рекордный кредит	0
стивен сигать построить киноиндустрия костарик	0
ибрагимович пропустить матч оскорбление франция	0
берлинал открыться фильм коэн похищение цезарь	0
комитет оон изучение потепление заняться расследование климатгейт	0
дальавиа прекратить выполнять свой рейс москва санктпетербург	0
нигерийский повстанец успокоить цена нефть	0
реализация мера twitter роскомнадзор потребовать оператор сотовый связь переоборудовать вышка стандарт g	1
сокращение список кандидат вдвое цик объяснить забота экология	1
попов объяснить рост заболеваемость covid сезонный наплыв гастарбайтер великобритания	1
российский актёр отправить нокаут сцена бой	0
индия рассказать собственный артиллерийский орудие	0
сми уличить криштиану роналда сокрытие налог десятка миллион евро	0
российский долг повысить рейтинг низкий невысокий	0
воспоминание шерлок холмс показать орт	0
газпром попросить путин избавить возможный штраф налог	0
алексей навальный опознать свой трус фотография крещенский купание владимир путин	1
путин назвать условие отмена пошлина нефть белоруссия	0
силуановый опровергнуть слово обама разорвать клок экономика россия	0
россия остаться медаль чм водный вид спорт	0
французский делегация согласиться принять участие парад победа условие пройти нейтральный флаг	1
совет федерация одобрить создание атомпром	0
маскай кличко смочь подкупить нигерийский претендент	0
союз вкладчик обратиться цик цель изменить конституционный статус цб	0
ла скала отменить макбет гергиев изз забастовка	0
олимпиада помочь ввп пекин достигнуть триллион юань	0
футбольный национальный лига получить руководитель	0
северокорейский санкция россия действовать урегулирование ситуация дрезина	1
бывший капитан киевский динамо попасть реанимация	0
лавров заявить передача виипури финляндия связать проигрыш россия че	1
россия возместить китай ущерб боевой действие остров даманский	1
старый передвижной цирк сша закрыться изз зоозащитник	0
минфин объявить запуск новый пенсионный система	0
создание dogecoin вдохновить советский пёс мухтар сенсационный интервью разработчик криптовалюта	1
институт русский язык ран рекомендовать называть женщиндипломат послиха	1
коллега дэвид боуя раскрыть подробность болезнь	0
акция нефтяной компания поднять ртс выше пункт	0
папа франциск упомянуть иоанн богослов гог магога агент гру	1
угольный программа россия потребовать триллион рубль	0
российский телевидение появиться шоу битва фейк	1
россиянин запретить блокировать отечественный реклама	1
дадли вернона дурслить стать положительный персонаж новый редакция гарри поттер	1
сми узнать согласие коломойский передать приватбанк государство	0
назвать причина возвращение игнашевич сборная	0
россотрудничество провести реконструкция налёт гитлеровский авиация киев июнь	1
черданец генич стать комментатор fifa	0
сборная германия одержать победа чм хоккей	0
ea анонсировать дополнение дворец игра sims	1
индекс ммвб завершить неделя небольшой рост	0
греф предложить перенести сельский школа виртуальный реальность	1
швея иваново частый уезжать заработок бангладеш	1
московский мегафон предъявить налоговый претензия	0
турция снять эмбарго поставка пояс шахид палестина	1
кадыров представить трейлер фильм горец серия понять понять	0
майкл фелпс рассказать план выступить олимпиада рио	0
дэниел крейг возглавить рейтинг самый элегантный британец	0
петербургский экоактивист добиться установка мусорный урна переработка человеческий останки	1
епископ ленинградский красноброневицкий простить участник крестный ход напасть полицейский	1
локомотив потерпеть поражение сезон	0
автомобиль собранный депутат единый россия большой продать автосалон	1
госдума зарегистрировать законопроект перенос празднование новый январь	1
вектор разработать вакцина галоперидол антипрививочник	1
андрей вавилов собраться сбыть свой скандальный компания слух государство	0
москва пройти фестиваль хореография диана вишнёвый	0
российский чемпион мир бокс провести бой испанец	0
минэнерго спрогнозировать сохранение уровень добыча нефть	0
кинолог научить собака определять фальшивый сертификат вакцинация	1
американский телеканал разослать инструкция освещение дефицит продукт	1
пушкинский музей открыться масштабный выставка рафаэль	0
элла памфилов вылететь кабул помощь организация история страна демократический выборы	1
автор книга лечение обычный пельмень возглавить донецкий медицинский университет	1
клиент сбербанк получать балл социальный рейтинг вместо кэшбек	1
михаил мишустин распорядиться упразднить регион должность учёный еврей губернатор	1
здание русский музей найти гигантский месторождение природный газ	1
лукашенко пообещать сажать стрелять владелец магазин цена товар соответствовать государственный	1
начало выписать тысяча административный протокол несоблюдение православный пост	1
москва вручить балетный оскар	0
поражение челси доводить абрамович слеза	0
корпорация mailru group объявить покупка форум двач	1
патриарх кирилл наслать незадекларировать недвижимость рай	1
назвать вымирать страна	0
светлана тихановский обед белый дом помыть посуда	1
большинство регион россия успевать закупить химикат хлорирование крещенский купель	1
госдума запретить экспорт цветной металл россия	0
сторонник навальный высадить самолёт совершать рейс москвакрасноярск	1
эстонский пресса обвинять ввс россия имитация массировать авианалёт	0
крупный держава европа согласиться ввести общий банковский налог	0
британский музей выкупить картина тициан миллион фунт	0
рог убитый рашкин лось повесить мавзолей ленин	1
amd заподозрить бывший сотрудник кража коммерческий тайна	0
россиянин штрафовать отказ участвовать акция бессмертный полк	1
новак назвать конечный цель сокращение добыча нефть россия	0
госдума внести законопроект право муж ссылать неверный жена монастырь	1
hp представить мир wifiмышь	0
уткин потребовать канделаки извинение сообщение соцсеть	0
ребёнок алкоголик разрешить курить школа	1
дональд трамп нанять афроамериканец произносить слово nigger	1
работа метро киев оказаться угроза изз долг российский компания	0
профицит платёжный баланс россия снизиться втрое	0
нарколог просить россиянин прерывать резко первомайский запеть	1
японский станция akatsuki запечатлеть бантик венера	0
пытать пережарить шашлык саакашвили пожаловаться унизительный условие содержание грузинский тюрьма	1
госдума констатировать устранение проблема реализация закон онлайнкасса	0
россия категорически отрицать связь взрыв дубай переговоры опек	1
реликтовый нейтрино оказаться бесполезный астроном	0
грузинский морковка дыня пустить россия	0
россия предложить ввести налог использование иностранный соцсеть	1
геолог раскрыть тайна землетрясение	0
укупник оштрафовать тысяча рубль	0
григорий явлинский призвать избиратель голосовать андрей пивоваров	1
совладелец русский уголь построить молл регион	0
назвать главный угроза человечество	0
альтернатива уголь донбасс илона маск заявить бесперспективность зелёный энергетика	1
российский школа обязать еженедельно отчитываться снижение бюрократический нагрузка учитель	1
эксперимент крыса объяснить привлекательность женский бельё	0
мединский потребовать прекратить шизофренический рефлексия тема история	0
рогозин пожар мкс возникнуть изз несоблюдение правило эксплуатация печный отопление	1
депутат сенатор собраться манеж отрепетировать овация послание президент федеральный собрание	1
михаил дегтярёв бензин автомобиль tesla	1
российский велогонщица антошин дисквалифицировать допинг	0
разговор мобильный приравнять пьянство	0
sony снять современный версия франкенштейн	0
сми узнать решение россия напрямую поставлять коксоваться уголь донбасс	0
gucci выиграть тендер поставка костюм ленин	1
москва открыться выставка военный знамя	0
юкос помочь роснефть порвать газпром	0
полиция назвать виновный авария российский бобслеистка	0
простой карандаш заменить ручка избирательный участок выборы госдума	1
зеленский наградить комик мирзализаде орден ярослав мудрый	1
николай поп руслан табаров дать интервью маргарита симоньян	1
телекоммуникационный компания европа обвалить рынок	0
лавров присудить премия союз писатель россия	0
суздаль арестовать гадалка предсказать победа навальный президентский выборы	1
среди вакцинировать москвич разыграть биткоина	1
рукописный текст люси небо алмаз уйти молоток	0
либерализация кндр пограничник давать перебежчик секундный фора стрельба	1
русский стандарт заняться страхование пенсионер	0
вэб выкупить долг спасти путин байкальский цбк	0
сборная португалия выйти четвертьфинал евро	0
ес допустить сша банковский данные европеец	0
правительство урезать госрасход процент	0
минкульт новый правило музыкант литования произведение распространяться рэпер	1
разработчик симулятор козёл помочь выпустить игра пропасть дядя	0
швед отказаться объединять мегафон турецкий сотовый оператор	0
пашинянин признать автомат солдат армянский армия выдавать патрон	1
skype исправить ошибка синхронизация сообщение	0
дмитрий гордон стать рекламный лицо шампунь headshoulders	1
россия амнистировать осудить незарегистрированный радиоприёмник	1
джордж сорос стать почётный профессор вшэ	1
бейонс боно рианна вспомнить ситуация убийство чернокожий	0
панарин подраться матч нхл	0
бриана жубер стать трёхкратный чемпион европа	0
партия яблоко намерить помешать выход расследование навальный всемирный еврейский заговор	1
nasa признать пьянство астронавт	0
хиддинк провести переговоры ювентус	0
франция поставить марокко новый многоцелевой фрегат	0
москвич простить ошибочный долг налог миллиард рубль	0
министр оборона франция посетить страусиный ферма получение военный консультация	1
фк лучэнергия высмеять свой финансовый положение помощь mannequin challenge	0
тимати попытаться подкупить суд дело диджей smash	0
рао еэс призвать мосэнерго отказаться посредник	0
беспилотный конь сбить пешеход вблизи слобода герман стерлигов	1
ожидать приятно иосиф пригожин прокомментировать получение млн рубль счёт фбк	1
нато опровергнуть информация бесполётный зона закрытый вода дворец геленджик	1
правительство выделить млн создание положительный образ мигрант сми	1
брэд питта приехать открытие ммкф	0
власть москва ускорить вакцинация предложить опциональный платный вариант золотой карта привить	1
газпром отвести украина месяц погашение газовый долг	0
белорусский суд признать процент российский кредит завысить	1
россиянин сергей иванов выиграть этап тур де франс	0
реальный гомер симпсон ужаснуть пользователь сеть	0
вицеспикер госдума пётр толстой предложить построить деревня берег женевский озеро	1
лукашенко объявить джихад литва	1
мюнхенский пивной пройти митинг протест удаление немецкий youtubeканал russia today	1
член делегация движение талибан стать гость передача воскресный вечер владимир соловьёв	1
sega выкупить издатель shin megami tensei	0
международный федерация футбол май подписать антидопинговый кодекс	0
рпц ввести qrкод посещение храм	1
закормить смерть бундестаг обеспокоить увеличение вес навальный колония	1
вместо послание федеральный собрание президент зачитать призыв цк кпсс май	1
учёный объяснить быстрота движение сперматозоид	0
объяснить появление загадочный узор поверхность луна	0
дмитрий песок опровергнуть информация блокировка сайт навальный	1
поехать кукуруза байден рассказать готовиться сша реформа высокий образование	1
выпускник разрешить использовать яндекспереводчик егэ английский язык	1
физика научиться лазер вызывать молния	0
владимир кличко обязать провести бой болгарский боксёр	0
спартак опротестовать дисквалификация карпина	0
омский союз ветеран вов пополнить список иностранный агент	1
группа феминистка штурмовать загородный дом елена степаненко	1
трактористнеудачник холод техас суд навальный российский язык еженедельный рубрика панорама неделя	1
итог плохой новость	1
свой юбилей директор пушкинский музей устроить игра бисер	0
рабочий кабинет губернатор обнаружить портрет навальный млн рубль	1
американский армия будущее собираться воевать управление linux	0
отряд путин провести спецоперация освобождение бритни спирс	1
звезда такси насерь избить москва	0
японский собака появиться свой рингтон	0
genshin impact подарить российский игрок бесплатный герой информация военный база восточный сибирь	1
белоруссия продать турок государственный сотовый оператор	0
база чернобыльский аэс создать центр гмо	1
ikea построить офисный центр подмосковье	0
герман греф предложить выдавать кредит	1
российский учёный наслать спусковой крючок болезнь альцгеймер	0
инспектор гибдд смочь вакцинировать гражданин	1
граница алтайский край республика алтай предложить учредить алтайский область	1
лукашенко назначить анастасия вашукевич посол беларусь рф	1
россия построить железный дорога обход украина	0
лик любовь закрыться карвать легенда рита	0
фанат сборная северный ирландия погибнуть пляж ницца	0
лидер зенит предложить новый контракт	0
надаль проиграть летний канадец денис шаповалов	0
подмосковный атлант выйти финал плейофф кхл	0
хабаровск появиться новый купюра юань	1
наказать коррупционер единый россия объявить переход оппозиция	1
бывший игрок киевский динамо предложить украинец бойкотировать чм россия	0
российский брокер впервые допустить торг nasdaq	0
андерс брейвика запретить посещать тюремный тир	1
герман греф заняться точечный развитие промышленность	0
эльдар рязанов объявить номинант ника	0
возникнуть нештатный ситуация ход выведение протон мексиканский спутник	0
концерт дэвид боуя телеканал vh издать dvd	0
обзор рынок ртс удержаться отметка пункт	0
самолёт пропасть казань последний видеть палуба корвет проворный	1
москва начаться вакцинация кошка covid	1
сергей гончар передумать покидать нхл	0
сотрудник microsoft показать прототип смартфон база window phone	0
иран презентовать российский компания нефтегазовый проект	0
адольф гитлер исключить союз художник австрия	1
росстрахнадзор опубликовать свой чёрный список страховщик	0
фас возбудить дело магазин торговать дешёвый сахар морковь	1
тренер малкин повезти сборная сша олимпиада сочи	0
отбирать марихуана великобритания ответить нидерланды отобрать водитель бутерброд	1
россиянин запретить отказываться предложить банк кредит	1
бразилец купить крупный мир производитель окорочки	0
книга ричард докинза внести реестр экстремистский материал	1
минфин предложить отказаться обязательный страхование	0
узбекистан запретить вмешиваться дело частный банк	0
основный кормилец процент семья сша оказаться женщина	0
великобритания появиться сеть отравлять боевой веществаfree кофейня российский диссидент	1
психиатрический больница алексеев начало подготовка военный эксперт российский телешоу	1
аэропорт внуково заявить свой банкротство	1
авиадискаунтер sky express обзавестись бизнескласс	0
федерация хоккей россия объявить состав сборная кубок мир	0
татьяна тотьмянина максим маринин стать олимпийский чемпион фигурный катание	0
юкос просить власть взимать долг ндс экспорт нефть	0
экземпляр белый альбом beatles выставить аукцион	0
приватизация сбербанк принести бюджет москва сотня миллион доллар	0
российский компания договориться сотрудничество арктика	0
телеведущий эрнест мацкявичюс объявить намерение стать президент литва	1
получение подарок дед мороз ребёнок прийтись предъявить qrкод	1
трансформер снять новый камера imax	0
главврач нок рб тимановский признак вялотекущий шизофрения нуждаться экстренный помощь	1
испанец разочаровать история гендернонейтральный коррида	1
умышленно сесть тюрьма жить счёт государство ск завести новый дело навальный	1
арестовать январь россиянин временно признать гражданин сша	1
минприрода постановить изъять каракал гоша польза зоопарк	1
сиквел amnesia обрести дата выход	0
совершить камингаут россиянин получить фонд сорос тысяча доллар	1
мвд беларусь обучить голубеть срывать бчбленточка	1
памфилов обойтись выборы	1
импорт товар россия резко сократиться	0
сми узнать угроза nissan разорвать альянс renault	0
сми узнать срок выход office ipad	0
озоновый слой земля начать восстанавливаться	0
чубайс российский учёный вписаться рынок	1
сильный независимый единый россия цик представить лозунг выборы госдума	1
аэрофлот отменить рейс ньюйорк	0
английский консерватор выступить сохранение классический бинарный трансгендерность	1
астраханский пенсионерка пожаловаться нищета президент ход прямой линия отделаться условный срок	1
самый известный мир сноубордист приехать россия новый фильм	0
луи ван галь решить возглавить манчестер юнайтед	0
следственный комитет возбудить уголовный дело коронавирус	1
вицегубернатор случайно выругаться украинский язык совещание отстранить проверка	1
российский гимнаст остаться медаль личный многоборье ои	0
мутко снять вопрос протест поражение плющенко	0
прокурор неаполь мафия зарабатывать миллиард евро выпускать спагетти полтора сантиметр короче	1
депутат рашкина проверить причастность сокращение популяция амурский тигр	1
российский сеть игровой автомат выходить биржа	0
сэм смит опубликовать клип кадр новый фильм бонд	0
российский кинорынок выходить крупный учётчик сбор	0
украинский обменник запретить продавать дорогой доллар	0
украина требовать россия вернуть млн тонна грязь	1
надаль сместить федерер место лидер чемпионский гонка атр	0
москва открыться трасса формула	0
shell подтвердить желание инвестировать россия условие санкция	0
россиянин оставить дешёвый водка	0
фастфуд ньюйорк разориться изз узкий дверной проём	1
проезд дешёвый рубль правительство предложить бонус привить коронавирус	1
кортеж путин построить арабский деньга	0
алексей навальный подать суд фсин плохой уборка свой спальный место	1
билялетдин найти тренер молодёжный сборная россия	0
американка изз слуховой галлюцинация отвернуться соперница mmaпоединок	0
ростехнология устроить распродажа непрофильный актив	0
газпром сравнить действие еврокомиссия воровство	0
чиновник являться суд дело коррупция изз постоянный болезнь	1
власть сингапур предложить бесплатный стерилизация владелец xiaomi	1
ржд отменить электричка регион	0
россиянин смочь собрать ребёнок школа сентябрь лишить родительский право	1
летний регбист новый зеландия умереть изз травма голова	0
росавиация регламентировать полёт пчела	1
фон газовый кризис власть германия разрешить сбор валежник	1
голливуд объяснить нежелание крэйга использовать android спектр	0
олег маскай выиграть взвешивание боксёр ямайка	0
марадон вернуться свой команда	0
доммузей чикатить шахта испытывать рекордный наплыть посетитель изз выход сериал маньяк	1
учиться спортивный класс освободить сдача егэ изучение иностранный язык	1
выпустить самый маленький смартфон blackberry	0
премьера мюзикл стивен кинг перенести осень	0
москвич вовремя заменить плитка квартира привлечь ответственность	1
лукашенко предложить россия помощь лендлиза	1
чистый прибыль газпром упасть	0
россия ввести уголовный ответственность отрицание единство русский украинский белорусский народ	1
фетисов взять дело пылев личный контроль	0
джо байден согласиться переговоры горбачёв	1
мэрилин мэнсон решить стать новый человекомзмея	0
терек получить пробоина цска старт чемпионат	0
неизвестный покрасить яйцо дом александр невзоров	1
пьяный моряк каспийский флотилия задержать территориальный вода индия	1
русский википедия удалить статья алексей навальный изз потеря энциклопедический значимость персона	1
госдума внести законопроект запрет клевета адрес движение талибан	1
бывший гендиректор базэла вернуться компания	0
samsung поддержать платформа google tv	0
режиссёр отверженный заставить актёр петь съёмочный площадка	0
nintendo засудить австралиец пиратский игра марио	0
навальный получить взыскание сизый сбор материал расследование начальник матроcский тишина	1
евро ммвбртс превысить отметка рубль	0
биолог впервые запрограммировать геном	0
